ego_id,cluster
8589934832,7
8589934833,7
8589934843,3
8589934844,3
8589934845,7
8589934847,5
8589934849,5
8589934853,7
8589934859,1
8589934864,3
8589934865,1
8589934870,8
8589934871,5
8589934872,8
8589934873,2
8589934876,5
8589934878,8
8589934884,6
8589934885,7
8589934886,7
8589934887,0
8589934890,1
8589934893,4
8589934895,1
8589934897,5
8589934898,2
8589934900,7
8589934902,1
8589934906,8
8589934911,2
8589934916,3
8589934920,2
8589934921,4
8589934923,2
8589934924,5
8589934932,0
8589934937,0
8589934938,3
8589934944,1
8589934948,5
8589934949,3
8589934952,5
8589934954,1
8589934955,2
8589934958,7
8589934959,6
8589934962,3
8589934963,2
8589934964,4
8589934967,5
8589934968,8
8589934969,3
8589934970,6
8589934974,1
8589934975,8
8589934978,7
8589934981,3
8589934983,1
8589934991,1
8589934992,2
8589934993,1
8589934995,1
8589934999,3
8589935000,7
8589935004,6
8589935006,1
8589935008,8
8589935010,6
8589935013,4
8589935014,2
8589935015,5
8589935016,6
8589935018,7
8589935022,6
8589935023,3
8589935026,7
8589935030,6
8589935031,8
8589935034,3
8589935038,5
8589935039,8
8589935040,5
8589935041,5
8589935044,8
8589935045,8
8589935050,7
8589935053,2
8589935059,0
8589935060,0
8589935062,6
8589935066,3
8589935069,2
8589935076,1
8589935081,2
8589935082,5
8589935090,5
8589935092,4
8589935093,7
8589935095,1
8589935097,3
8589935098,7
8589935099,7
8589935100,6
8589935106,0
8589935108,0
8589935109,7
8589935110,5
8589935111,6
8589935112,1
8589935116,0
8589935121,1
8589935125,8
8589935128,4
8589935135,6
8589935136,0
8589935137,0
8589935143,7
8589935145,4
8589935147,5
8589935154,1
8589935155,0
8589935156,3
8589935161,3
8589935163,7
8589935164,6
8589935167,4
8589935168,6
8589935169,5
8589935170,0
8589935172,3
8589935184,8
8589935185,8
8589935190,1
8589935192,4
8589935193,6
8589935195,4
8589935197,1
8589935199,1
8589935201,4
8589935205,2
8589935209,6
8589935215,0
8589935225,2
8589935233,7
8589935239,3
8589935241,6
8589935243,0
8589935249,5
8589935250,1
8589935251,8
8589935253,0
8589935254,0
8589935260,0
8589935262,6
8589935263,7
8589935264,0
8589935265,0
8589935266,4
8589935276,2
8589935278,8
8589935281,7
8589935282,7
8589935285,3
8589935289,7
8589935294,4
8589935296,5
8589935302,7
8589935304,0
8589935315,0
8589935317,7
8589935318,7
8589935319,8
8589935320,8
8589935321,8
8589935323,4
8589935324,8
8589935326,0
8589935328,8
8589935329,6
8589935330,6
8589935333,1
8589935341,4
8589935354,5
8589935361,5
8589935364,2
8589935365,6
8589935367,0
8589935370,7
8589935375,0
8589935376,8
8589935379,8
8589935380,8
8589935388,1
8589935389,6
8589935391,0
8589935393,7
8589935395,7
8589935400,7
8589935426,0
8589935427,5
8589935431,6
8589935434,5
8589935438,0
8589935440,1
8589935442,6
8589935444,8
8589935446,7
8589935460,0
8589935461,7
8589935465,8
8589935467,6
8589935468,6
8589935478,7
17179869184,5
17179869192,7
17179869195,8
17179869202,0
17179869204,8
17179869205,7
17179869210,0
17179869211,2
17179869215,2
17179869217,5
17179869220,5
17179869225,3
17179869226,4
17179869231,4
17179869246,2
17179869248,3
17179869249,7
17179869252,1
17179869253,0
17179869256,8
17179869260,8
17179869263,1
17179869264,1
17179869266,8
17179869267,5
17179869270,4
17179869271,1
17179869278,8
17179869283,5
17179869284,3
17179869291,1
17179869294,0
17179869297,1
17179869299,7
17179869301,2
17179869303,8
17179869305,2
17179869306,0
17179869307,0
17179869314,8
17179869322,2
17179869323,8
17179869326,5
17179869330,1
17179869335,0
17179869336,4
17179869338,4
17179869339,3
17179869342,3
17179869348,7
17179869349,2
17179869350,8
17179869353,1
17179869354,5
17179869358,5
17179869361,8
17179869368,5
17179869371,0
17179869372,1
17179869374,4
17179869375,8
17179869377,7
17179869378,6
17179869382,6
17179869385,2
17179869386,8
17179869387,2
17179869388,3
17179869390,0
17179869391,1
17179869393,8
17179869397,0
17179869399,3
17179869400,2
17179869403,3
17179869407,2
17179869410,2
17179869411,1
17179869412,8
17179869413,2
17179869415,8
17179869416,7
17179869419,0
17179869422,1
17179869423,5
17179869425,3
17179869427,2
17179869428,2
17179869429,8
17179869431,5
17179869434,2
17179869436,1
17179869437,0
17179869444,5
17179869446,7
17179869448,5
17179869450,3
17179869454,7
17179869461,5
17179869462,1
17179869464,6
17179869466,7
17179869469,0
17179869471,2
17179869472,3
17179869481,5
17179869482,6
17179869484,7
17179869486,0
17179869490,7
17179869495,1
17179869497,8
17179869499,3
17179869500,3
17179869501,5
17179869505,3
17179869507,8
17179869509,1
17179869510,2
17179869512,7
17179869514,6
17179869515,0
17179869517,8
17179869519,2
17179869525,6
17179869527,1
17179869529,7
17179869533,3
17179869534,2
17179869536,1
17179869537,1
17179869540,7
17179869545,7
17179869546,0
17179869549,5
17179869556,7
17179869557,2
17179869558,2
17179869564,4
17179869566,1
17179869567,3
17179869568,4
17179869569,0
17179869570,1
17179869573,8
17179869574,1
17179869576,0
17179869583,1
17179869584,0
17179869585,0
17179869586,5
17179869588,4
17179869593,2
17179869594,1
17179869604,5
17179869607,0
17179869611,8
17179869615,1
17179869618,8
17179869619,2
17179869620,2
17179869622,6
17179869623,2
17179869624,2
17179869626,0
17179869627,0
17179869630,7
17179869631,5
17179869632,6
17179869633,4
17179869636,0
17179869638,2
17179869639,7
17179869640,5
17179869643,2
17179869644,5
17179869646,3
17179869651,0
17179869653,1
17179869654,7
17179869655,1
17179869657,8
17179869659,7
17179869660,8
17179869663,8
17179869664,5
17179869668,6
17179869680,4
17179869683,5
17179869684,7
17179869686,0
17179869690,8
17179869691,3
17179869693,5
17179869696,5
17179869697,6
17179869703,4
17179869704,4
17179869705,3
17179869706,6
17179869712,8
17179869714,3
17179869715,8
17179869716,2
17179869720,2
17179869721,2
17179869732,5
17179869734,8
17179869735,1
17179869740,3
17179869746,0
17179869747,8
17179869749,0
17179869751,1
17179869754,3
17179869755,7
17179869757,3
17179869758,8
17179869760,4
17179869765,8
17179869766,8
17179869767,1
17179869772,1
17179869776,3
17179869778,0
17179869779,7
17179869791,1
17179869794,1
17179869800,1
17179869801,7
17179869803,0
17179869810,0
17179869815,8
17179869818,2
17179869819,8
17179869821,7
17179869827,6
17179869833,6
17179869835,6
17179869836,0
17179869837,4
17179869838,0
17179869839,6
17179869847,5
17179869849,8
17179869850,6
17179869851,6
17179869860,4
17179869861,6
17179869862,8
17179869864,7
17179869868,8
17179869869,1
17179869875,5
17179869876,7
17179869878,0
17179869880,0
17179869883,7
17179869884,2
17179869888,0
17179869891,1
17179869893,6
17179869898,7
17179869900,7
17179869902,4
17179869904,6
17179869907,4
17179869918,0
17179869919,8
17179869920,6
17179869923,0
17179869924,7
17179869927,6
17179869928,6
17179869933,0
17179869934,1
17179869939,7
17179869945,8
17179869950,0
17179869952,6
17179869957,2
17179869959,1
17179869960,6
17179869962,4
17179869970,6
17179869971,6
17179869972,0
17179869980,4
17179869985,7
17179869989,6
17179869991,6
17179869992,2
17179870001,6
17179870004,0
17179870011,8
17179870025,0
17179870030,7
17179870036,0
25769803779,5
25769803781,0
25769803785,4
25769803786,5
25769803793,7
25769803794,0
25769803804,7
25769803807,1
25769803815,3
25769803816,8
25769803817,5
25769803818,3
25769803819,7
25769803823,2
25769803825,7
25769803832,1
25769803833,2
25769803834,2
25769803838,5
25769803843,8
25769803846,3
25769803848,2
25769803850,5
25769803851,3
25769803856,3
25769803859,7
25769803862,7
25769803863,6
25769803865,3
25769803867,1
25769803870,0
25769803871,8
25769803872,8
25769803873,1
25769803878,1
25769803879,5
25769803880,8
25769803881,1
25769803886,8
25769803888,3
25769803889,8
25769803890,5
25769803891,5
25769803897,1
25769803900,3
25769803903,7
25769803908,7
25769803909,4
25769803912,3
25769803913,3
25769803916,4
25769803918,1
25769803919,2
25769803924,1
25769803926,1
25769803927,4
25769803928,2
25769803930,1
25769803934,1
25769803938,3
25769803939,1
25769803943,1
25769803948,0
25769803951,7
25769803953,7
25769803954,7
25769803956,2
25769803960,6
25769803961,4
25769803963,2
25769803965,0
25769803971,3
25769803974,5
25769803978,1
25769803979,8
25769803980,3
25769803981,1
25769803982,7
25769803985,2
25769803990,2
25769803991,2
25769803992,0
25769803994,8
25769803995,6
25769803996,5
25769804000,1
25769804003,8
25769804013,7
25769804017,5
25769804021,4
25769804022,0
25769804024,5
25769804029,0
25769804038,8
25769804048,8
25769804050,3
25769804053,2
25769804055,3
25769804058,4
25769804060,2
25769804062,7
25769804064,2
25769804065,2
25769804070,1
25769804075,6
25769804077,5
25769804082,4
25769804089,6
25769804091,1
25769804099,4
25769804105,4
25769804106,7
25769804109,2
25769804110,6
25769804113,1
25769804115,3
25769804123,7
25769804125,8
25769804126,6
25769804127,3
25769804129,3
25769804133,3
25769804139,6
25769804143,8
25769804145,1
25769804148,7
25769804149,1
25769804150,8
25769804151,0
25769804154,0
25769804155,2
25769804161,6
25769804162,4
25769804164,3
25769804169,1
25769804171,2
25769804174,0
25769804177,5
25769804178,1
25769804181,4
25769804183,7
25769804184,6
25769804188,6
25769804189,2
25769804197,7
25769804201,7
25769804203,6
25769804205,3
25769804207,1
25769804209,6
25769804210,3
25769804212,2
25769804215,5
25769804216,1
25769804217,5
25769804219,0
25769804226,7
25769804227,5
25769804228,7
25769804229,1
25769804235,8
25769804237,1
25769804239,7
25769804244,1
25769804245,0
25769804247,1
25769804249,6
25769804257,8
25769804261,6
25769804262,6
25769804265,7
25769804269,4
25769804273,0
25769804275,5
25769804276,2
25769804280,5
25769804286,7
25769804288,0
25769804294,1
25769804295,5
25769804298,5
25769804303,0
25769804304,1
25769804306,8
25769804309,5
25769804316,3
25769804318,2
25769804320,5
25769804321,1
25769804324,4
25769804325,8
25769804326,2
25769804328,1
25769804330,1
25769804331,8
25769804332,0
25769804335,0
25769804339,6
25769804342,6
25769804343,8
25769804345,6
25769804346,0
25769804352,8
25769804357,1
25769804360,0
25769804364,2
25769804369,5
25769804372,6
25769804377,4
25769804378,2
25769804379,2
25769804384,1
25769804387,6
25769804390,8
25769804394,1
25769804395,0
25769804396,8
25769804405,7
25769804410,7
25769804413,3
25769804417,3
25769804419,8
25769804422,2
25769804424,2
25769804425,7
25769804428,6
25769804430,5
25769804431,8
25769804432,6
25769804434,5
25769804441,5
25769804442,8
25769804444,6
25769804445,7
25769804446,6
25769804448,0
25769804454,2
25769804455,0
25769804458,2
25769804459,7
25769804462,4
25769804464,3
25769804465,7
25769804467,0
25769804469,6
25769804472,1
25769804474,1
25769804475,7
25769804476,3
25769804480,1
25769804482,3
25769804486,6
25769804488,8
25769804490,3
25769804491,8
25769804493,4
25769804496,6
25769804498,8
25769804500,6
25769804502,6
25769804507,7
25769804509,6
25769804510,2
25769804515,7
25769804518,0
25769804519,0
25769804521,6
25769804522,1
25769804527,2
25769804530,0
25769804531,7
25769804532,7
25769804533,6
25769804536,0
25769804538,6
25769804540,7
25769804542,6
25769804544,6
25769804545,0
25769804546,6
25769804547,8
25769804552,0
25769804553,3
25769804555,8
25769804558,1
25769804559,0
25769804560,0
25769804561,6
25769804565,7
25769804566,6
25769804573,1
25769804580,6
25769804583,6
25769804587,6
25769804592,6
25769804595,6
25769804598,1
25769804599,0
25769804600,0
25769804603,6
25769804605,6
25769804612,3
25769804613,3
25769804616,7
25769804617,7
25769804619,7
25769804621,4
25769804622,7
25769804623,0
25769804624,7
25769804626,6
25769804636,8
25769804642,3
25769804646,7
34359738369,4
34359738372,2
34359738373,5
34359738381,4
34359738385,3
34359738387,2
34359738398,1
34359738400,1
34359738405,5
34359738408,1
34359738410,0
34359738412,7
34359738415,1
34359738417,3
34359738420,7
34359738421,7
34359738423,4
34359738427,5
34359738429,1
34359738430,8
34359738436,5
34359738438,1
34359738439,3
34359738440,7
34359738441,7
34359738443,6
34359738446,5
34359738447,6
34359738448,5
34359738451,0
34359738453,8
34359738454,5
34359738457,4
34359738460,5
34359738461,5
34359738463,0
34359738465,7
34359738468,5
34359738473,2
34359738475,0
34359738476,0
34359738477,1
34359738480,6
34359738482,8
34359738494,1
34359738499,4
34359738500,7
34359738502,5
34359738508,3
34359738510,1
34359738511,7
34359738513,5
34359738514,0
34359738516,8
34359738517,1
34359738520,4
34359738527,0
34359738534,1
34359738537,2
34359738538,1
34359738544,5
34359738545,3
34359738548,1
34359738550,2
34359738552,3
34359738553,5
34359738557,5
34359738561,6
34359738562,3
34359738563,5
34359738564,0
34359738569,3
34359738577,3
34359738580,3
34359738581,1
34359738585,6
34359738586,5
34359738590,3
34359738591,2
34359738596,7
34359738598,6
34359738601,8
34359738605,5
34359738613,1
34359738617,8
34359738620,2
34359738621,2
34359738622,4
34359738623,5
34359738624,3
34359738626,6
34359738628,5
34359738630,2
34359738631,4
34359738633,5
34359738635,6
34359738637,7
34359738639,1
34359738642,1
34359738645,2
34359738646,7
34359738647,2
34359738652,4
34359738657,6
34359738659,5
34359738661,6
34359738664,4
34359738668,4
34359738672,5
34359738673,7
34359738677,3
34359738679,8
34359738686,0
34359738689,0
34359738690,4
34359738691,6
34359738697,4
34359738698,6
34359738699,0
34359738703,5
34359738705,3
34359738708,7
34359738710,8
34359738711,6
34359738713,1
34359738722,2
34359738726,1
34359738727,0
34359738728,3
34359738737,6
34359738739,8
34359738743,0
34359738746,0
34359738748,5
34359738751,2
34359738752,2
34359738754,0
34359738755,3
34359738759,5
34359738761,7
34359738762,1
34359738763,3
34359738765,5
34359738767,2
34359738769,3
34359738772,2
34359738775,0
34359738776,2
34359738777,6
34359738781,6
34359738782,8
34359738783,5
34359738786,8
34359738790,1
34359738791,7
34359738800,7
34359738803,4
34359738804,8
34359738806,7
34359738807,3
34359738815,1
34359738816,7
34359738817,7
34359738821,2
34359738827,6
34359738833,4
34359738835,3
34359738836,3
34359738838,4
34359738840,1
34359738845,5
34359738848,4
34359738856,6
34359738858,8
34359738863,1
34359738868,8
34359738869,6
34359738876,3
34359738878,8
34359738880,2
34359738884,2
34359738885,2
34359738886,3
34359738887,1
34359738889,8
34359738892,6
34359738894,7
34359738895,8
34359738897,4
34359738903,6
34359738905,7
34359738912,8
34359738913,1
34359738916,6
34359738917,3
34359738918,4
34359738921,3
34359738922,1
34359738931,8
34359738934,4
34359738935,0
34359738939,7
34359738947,0
34359738949,1
34359738951,0
34359738953,8
34359738955,7
34359738956,3
34359738957,7
34359738958,4
34359738959,4
34359738961,5
34359738963,0
34359738964,6
34359738972,7
34359738974,0
34359738975,0
34359738983,8
34359738984,0
34359738988,4
34359738989,8
34359738991,1
34359738999,7
34359739002,3
34359739004,8
34359739008,4
34359739011,5
34359739012,2
34359739015,2
34359739019,2
34359739023,8
34359739025,6
34359739027,3
34359739029,8
34359739030,1
34359739031,7
34359739033,1
34359739035,3
34359739039,1
34359739053,7
34359739057,0
34359739065,0
34359739068,6
34359739074,4
34359739079,4
34359739080,1
34359739083,1
34359739084,4
34359739088,6
34359739093,6
34359739101,1
34359739102,0
34359739104,0
34359739106,6
34359739110,7
34359739111,7
34359739115,0
34359739116,0
34359739120,4
34359739122,7
34359739125,7
34359739130,4
34359739131,6
34359739132,6
34359739133,8
34359739135,8
34359739137,1
34359739139,0
34359739140,6
34359739142,8
34359739144,5
34359739146,5
34359739153,6
34359739154,6
34359739159,1
34359739161,5
34359739162,0
34359739169,7
34359739171,0
34359739176,6
34359739184,6
34359739186,6
34359739189,8
34359739191,1
34359739192,0
34359739195,8
34359739196,1
34359739199,1
34359739204,0
34359739205,1
34359739206,0
34359739210,1
34359739211,6
34359739213,0
34359739214,0
34359739215,4
34359739217,3
34359739218,6
34359739220,3
34359739222,1
42949672961,1
42949672968,8
42949672969,0
42949672990,6
42949672996,6
42949672999,7
42949673004,8
42949673006,8
42949673013,0
42949673016,1
42949673026,7
42949673027,2
42949673030,2
42949673042,6
42949673043,7
42949673049,4
42949673050,4
42949673052,1
42949673053,8
42949673062,7
42949673072,2
42949673074,0
42949673075,2
42949673077,7
42949673078,5
42949673085,6
42949673086,8
42949673087,8
42949673090,5
42949673096,3
42949673097,6
42949673099,1
42949673104,4
42949673110,2
42949673112,1
42949673123,0
42949673126,2
42949673129,0
42949673132,3
42949673133,7
42949673141,2
42949673152,2
42949673158,1
42949673161,0
42949673164,5
42949673165,5
42949673166,5
42949673168,5
42949673170,0
42949673181,5
42949673182,5
42949673185,4
42949673186,2
42949673193,8
42949673195,5
42949673196,6
42949673198,0
42949673202,6
42949673203,4
42949673204,6
42949673205,5
42949673211,2
42949673214,2
42949673215,5
42949673219,5
42949673220,6
42949673221,1
42949673225,1
42949673228,8
42949673229,0
42949673230,4
42949673233,7
42949673235,6
42949673238,1
42949673239,1
42949673240,5
42949673244,3
42949673245,5
42949673249,0
42949673251,8
42949673252,2
42949673255,8
42949673258,7
42949673261,3
42949673262,5
42949673268,3
42949673269,5
42949673271,3
42949673273,3
42949673279,8
42949673297,1
42949673300,5
42949673302,6
42949673305,8
42949673306,6
42949673309,3
42949673310,5
42949673313,2
42949673314,2
42949673315,7
42949673316,6
42949673317,7
42949673318,3
42949673320,4
42949673321,3
42949673324,0
42949673327,4
42949673330,5
42949673333,5
42949673336,0
42949673338,2
42949673341,8
42949673342,5
42949673343,1
42949673346,7
42949673349,6
42949673352,4
42949673353,4
42949673355,2
42949673357,4
42949673358,3
42949673361,8
42949673366,6
42949673370,2
42949673372,8
42949673376,6
42949673377,8
42949673379,0
42949673382,7
42949673384,5
42949673387,8
42949673389,0
42949673392,7
42949673397,7
42949673398,1
42949673402,5
42949673403,4
42949673409,4
42949673411,1
42949673419,0
42949673420,2
42949673421,3
42949673428,2
42949673429,8
42949673430,8
42949673431,1
42949673435,1
42949673439,5
42949673440,1
42949673444,0
42949673445,7
42949673452,5
42949673454,7
42949673455,7
42949673457,2
42949673463,5
42949673464,0
42949673466,0
42949673467,1
42949673468,5
42949673469,4
42949673473,5
42949673474,0
42949673479,5
42949673483,3
42949673487,5
42949673488,1
42949673489,8
42949673490,5
42949673491,6
42949673494,6
42949673496,5
42949673498,6
42949673500,7
42949673504,2
42949673505,6
42949673508,1
42949673515,3
42949673516,5
42949673518,5
42949673521,7
42949673523,6
42949673525,6
42949673535,1
42949673537,2
42949673538,0
42949673539,0
42949673542,8
42949673543,5
42949673546,4
42949673548,1
42949673549,0
42949673551,0
42949673554,6
42949673555,1
42949673557,7
42949673559,7
42949673561,4
42949673562,8
42949673563,6
42949673567,4
42949673568,1
42949673570,8
42949673571,3
42949673575,5
42949673576,7
42949673577,8
42949673578,7
42949673587,8
42949673588,5
42949673591,8
42949673592,5
42949673593,4
42949673595,4
42949673596,3
42949673598,7
42949673599,6
42949673600,5
42949673602,5
42949673604,8
42949673605,0
42949673608,5
42949673615,1
42949673621,7
42949673622,1
42949673626,2
42949673629,0
42949673630,0
42949673634,0
42949673636,1
42949673639,6
42949673646,6
42949673650,6
42949673652,0
42949673655,4
42949673657,6
42949673661,3
42949673667,8
42949673673,8
42949673674,8
42949673675,6
42949673679,0
42949673686,1
42949673688,0
42949673689,8
42949673692,5
42949673695,0
42949673699,7
42949673705,7
42949673707,0
42949673708,8
42949673709,1
42949673711,7
42949673712,4
42949673713,5
42949673716,5
42949673717,6
42949673718,0
42949673722,5
42949673727,8
42949673729,0
42949673735,1
42949673736,2
42949673737,6
42949673738,2
42949673739,6
42949673742,1
42949673747,6
42949673755,8
42949673757,2
42949673758,3
42949673759,5
42949673762,2
42949673767,4
42949673768,6
42949673772,4
42949673777,6
42949673778,0
42949673779,1
42949673780,0
42949673781,1
42949673784,4
42949673786,8
42949673788,5
42949673793,6
42949673796,4
42949673800,6
42949673804,3
42949673809,1
42949673810,7
42949673811,7
42949673815,0
42949673824,1
42949673826,2
42949673831,6
42949673833,8
42949673838,6
42949673841,4
42949673849,6
42949673850,0
42949673855,7
42949673857,0
42949673870,7
42949673871,8
42949673872,1
42949673875,6
51539607553,1
51539607557,0
51539607561,2
51539607564,6
51539607565,5
51539607566,5
51539607568,4
51539607569,6
51539607570,5
51539607572,4
51539607573,5
51539607576,0
51539607579,8
51539607580,7
51539607583,7
51539607584,4
51539607586,4
51539607592,8
51539607594,2
51539607599,3
51539607601,4
51539607602,4
51539607603,3
51539607605,2
51539607609,8
51539607615,0
51539607616,8
51539607617,0
51539607618,2
51539607621,7
51539607622,3
51539607625,7
51539607627,5
51539607628,5
51539607630,7
51539607632,3
51539607634,7
51539607635,5
51539607637,8
51539607643,7
51539607645,1
51539607653,2
51539607654,4
51539607655,0
51539607656,1
51539607661,0
51539607663,3
51539607665,5
51539607667,5
51539607668,3
51539607672,8
51539607673,2
51539607685,2
51539607692,7
51539607693,4
51539607694,3
51539607696,8
51539607697,4
51539607701,5
51539607703,5
51539607704,8
51539607709,3
51539607710,3
51539607711,3
51539607713,7
51539607715,7
51539607717,8
51539607723,3
51539607731,4
51539607732,5
51539607734,0
51539607737,4
51539607740,1
51539607742,1
51539607743,3
51539607745,6
51539607748,2
51539607750,2
51539607758,2
51539607759,1
51539607760,7
51539607761,8
51539607762,3
51539607765,1
51539607769,6
51539607772,2
51539607773,2
51539607774,4
51539607776,0
51539607778,7
51539607787,4
51539607789,2
51539607791,6
51539607794,1
51539607795,4
51539607797,3
51539607799,1
51539607801,8
51539607804,0
51539607808,3
51539607814,2
51539607821,7
51539607825,5
51539607827,2
51539607828,5
51539607829,7
51539607830,4
51539607834,7
51539607835,6
51539607836,0
51539607837,1
51539607839,6
51539607841,1
51539607842,6
51539607844,6
51539607845,2
51539607847,8
51539607848,8
51539607852,7
51539607860,8
51539607862,4
51539607864,0
51539607874,8
51539607875,0
51539607876,0
51539607877,1
51539607881,0
51539607882,7
51539607888,2
51539607889,2
51539607890,8
51539607892,3
51539607893,0
51539607894,7
51539607900,5
51539607902,0
51539607903,5
51539607905,3
51539607906,5
51539607912,1
51539607914,3
51539607916,2
51539607917,7
51539607928,7
51539607935,1
51539607936,4
51539607937,8
51539607938,5
51539607939,1
51539607944,7
51539607946,5
51539607947,5
51539607948,0
51539607949,1
51539607953,5
51539607960,1
51539607961,7
51539607962,6
51539607963,7
51539607966,6
51539607967,1
51539607969,6
51539607972,0
51539607976,7
51539607979,7
51539607982,7
51539607984,1
51539607985,6
51539607993,1
51539607994,5
51539607998,2
51539608005,1
51539608006,2
51539608008,3
51539608011,4
51539608012,0
51539608016,3
51539608017,3
51539608019,4
51539608022,8
51539608023,8
51539608024,0
51539608026,5
51539608027,1
51539608029,5
51539608031,1
51539608033,2
51539608035,1
51539608038,5
51539608043,2
51539608044,7
51539608047,0
51539608049,3
51539608052,2
51539608053,8
51539608054,3
51539608055,2
51539608058,4
51539608061,4
51539608063,1
51539608064,2
51539608067,5
51539608068,4
51539608073,1
51539608076,1
51539608079,2
51539608080,8
51539608092,6
51539608093,5
51539608094,0
51539608098,5
51539608101,7
51539608103,1
51539608109,0
51539608113,3
51539608115,2
51539608120,6
51539608121,7
51539608123,6
51539608127,4
51539608129,6
51539608132,8
51539608135,1
51539608137,4
51539608138,7
51539608139,4
51539608141,7
51539608142,1
51539608146,1
51539608150,4
51539608156,0
51539608157,7
51539608158,1
51539608159,5
51539608160,3
51539608161,4
51539608165,1
51539608167,3
51539608168,5
51539608170,8
51539608173,4
51539608175,2
51539608182,6
51539608185,7
51539608191,6
51539608198,0
51539608203,1
51539608205,1
51539608206,7
51539608207,6
51539608210,7
51539608211,1
51539608212,4
51539608218,0
51539608222,7
51539608223,6
51539608225,3
51539608226,4
51539608228,1
51539608230,8
51539608233,6
51539608236,0
51539608238,0
51539608240,8
51539608253,7
51539608254,4
51539608261,5
51539608263,7
51539608267,4
51539608268,0
51539608274,6
51539608277,7
51539608278,7
51539608283,0
51539608286,0
51539608290,2
51539608291,1
51539608296,8
51539608297,8
51539608306,0
51539608308,1
51539608311,8
51539608314,1
51539608318,0
51539608321,0
51539608322,2
51539608323,6
51539608324,0
51539608328,1
51539608333,1
51539608335,0
51539608336,0
51539608338,0
51539608339,1
51539608344,7
51539608346,1
51539608353,7
